UniqID,Island,Country.Territory,Region,Subregion,Lon,Lat,SiteName,Material,Type,Provenience,LabNo,Age,Error,d13C,Reference,calCurves,MapNo,CalibLon,CalibLat,DeltaR,DeltaErr,CalibReference,CalibLocality
755,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Morel,charcoal,charcoal/charred material,Morel I,Y-1137,1730,70,�,Rouse et al. 1978:462;,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
756,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Morel,charcoal,charcoal/charred material,Morel I-interpreted as early Modified Saladoid,Y-1138,1710,100,�,Rouse et al. 1978:462;,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
757,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Morel,charcoal,charcoal/charred material,Morel II,Y-1136,1380,100,�,Rouse et al. 1978:462;,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
758,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Morel,�,unknown,�,GrN-20163,1635,30,�,Haviser 1997:61,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
759,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Morel,�,unknown,�,GrN-20165,1720,35,�,Haviser 1997:61,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
760,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Morel,�,unknown,�,GrN-20166,1910,30,�,Haviser 1997:61,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
761,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Morel,�,unknown,listed as Y-1245 in Bullen; interprted as modified Saladoid,Y-1245,1400,80,�,Rouse et al. 1978:462; Haviser 1997:61;,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
765,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,Pointe des Pies,�,unknown,�,Ly-6423,2830,50,�,Richard 1994,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
766,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,La Pointe de Grande Anse-Trois-Rivi�res,charcoal,charcoal/charred material,House location 1-number 7 (post hole),KIA-36671,1230,30,�,Van den Bel and Romon 2010,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
767,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,La Pointe de Grande Anse-Trois-Rivi�res,charcoal,charcoal/charred material,House location 1-number 32 (post hole),KIA-36672,1340,25,�,Van den Bel and Romon 2010,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
768,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,La Pointe de Grande Anse-Trois-Rivi�res,charcoal,charcoal/charred material,House location 1-number 1 (burial),KIA-36673,945,35,�,Van den Bel and Romon 2010,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
769,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,La Pointe de Grande Anse-Trois-Rivi�res,human bone-collagen,human bone/teeth,House location 1-number 1 (burial),KIA-36675,915,50,�,Van den Bel and Romon 2010,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
770,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,La Pointe de Grande Anse-Trois-Rivi�res,human bone-collagen,human bone/teeth,House location 1-number 2 (burial),KIA-36676,565,25,�,Van den Bel and Romon 2010,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
771,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,La Pointe de Grande Anse-Trois-Rivi�res,human bone-apatite A,human bone/teeth,House location 1-number 2 (burial),KIA-36676,348,39,�,Van den Bel and Romon 2010,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
772,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,La Pointe de Grande Anse-Trois-Rivi�res,human bone-apatite B,human bone/teeth,House location 1-number 2 (burial),KIA-36676,431,22,�,Van den Bel and Romon 2010,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
773,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,La Pointe de Grande Anse-Trois-Rivi�res,charcoal,charcoal/charred material,House location 1-number 3 (pit),KIA-36674,945,30,�,Van den Bel and Romon 2010,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
774,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,La Pointe de Grande Anse-Trois-Rivi�res,charcoal,charcoal/charred material,House location 2-number 935 (post hole),KIA-36677,1245,30,�,Van den Bel and Romon 2010,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
775,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,La Pointe de Grande Anse-Trois-Rivi�res,charcoal,charcoal/charred material,House location 2-number 81 (post hole),KIA-36678,1065,30,�,Van den Bel and Romon 2010,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
776,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,La Pointe de Grande Anse-Trois-Rivi�res,charcoal,charcoal/charred material,House location 2-number 33 (burial),KIA-36679,625,30,�,Van den Bel and Romon 2010 ,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
777,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,La Pointe de Grande Anse-Trois-Rivi�res,human bone-apatite B,human bone/teeth,House location 2-number 33 (burial),KIA-36681,620,25,�,Van den Bel and Romon 2010,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
778,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,La Pointe de Grande Anse-Trois-Rivi�res,human bone-apatite A,human bone/teeth,House location 2-number 33 (burial),KIA-36681,625,25,�,Van den Bel and Romon 2010,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
779,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,La Pointe de Grande Anse-Trois-Rivi�res,charcoal,charcoal/charred material,House location 2-number 351 (burial),KIA-36680,690,30,�,Van den Bel and Romon 2010,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
781,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,La Pointe de Grande Anse-Trois-Rivi�res,charcoal,charcoal/charred material,Number 265-post hole,KIA-36683,330,25,�,Van den Bel and Romon 2010,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
782,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,La Pointe de Grande Anse-Trois-Rivi�res,charcoal,charcoal/charred material,Number 834-post hole,KIA-36684,1000,30,�,Van den Bel and Romon 2010,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
785,Guadeloupe,Guadeloupe,Lesser Antilles,northern Lesser Antilles,-61.41753144,16.32871024,La Pointe de Grande Anse-Trois-Rivi�res,charcoal,charcoal/charred material,Number 9-pit,KIA-31187,1210,20,�,Van den Bel and Romon 2010,intcal20,2119,-61.5589,16.2618,0,0,DiNapoli et al 2020,-
793,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Cabo,charcoal,charcoal/charred material,75-26-62/layer 9,GrN-31412,1230,40,�,Samson 2010,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
794,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Cabo,charcoal-edge of burnt post,charcoal/charred material,84-29-F178,GrN-30534,600,25,�,Samson 2010,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
795,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Cabo,charcoal-edge of burnt post,charcoal/charred material,84-29-F249,GrN-30535,580,30,�,Samson 2010,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
796,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Cabo,charcoal-edge of burnt post,charcoal/charred material,84-29-F30; Structure 6,GrN-29035,535,25,�,Samson 2010,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
797,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Cabo,charcoal-edge of burnt post,charcoal/charred material,85-04-F01,GrN-29931,815,35,�,Samson 2010,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
798,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Cabo,charcoal-edge of burnt post,charcoal/charred material,85-50-F156,GrN-31417,915,20,�,Samson 2010,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
799,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Cabo,charcoal-edge of burnt post,charcoal/charred material,85-50-F193,GrN-31418,925,30,�,Samson 2010,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
800,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Cabo,Gercarcinus lateralis,faunal material,85-44-00/layer 10a,GrN-29934,1110,25,�,Samson 2010,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
810,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,La Cacique,charcoal,charcoal/charred material,�,GrN-6578,740,60,�,Veloz Maggiolo et al. 1981,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
811,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,La Caleta,charcoal,charcoal/charred material,�,I-6938,2495,80,�,Morb�n Laucer 1979,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
812,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,La Caleta,charcoal,charcoal/charred material,�,I-7179,965,85,�,Morb�n Laucer 1979,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
813,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,La Caleta,charcoal,charcoal/charred material,�,I-7163,780,50,�,Morb�n Laucer 1979,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
814,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,La Caleta,charcoal,charcoal/charred material,�,I-7183,740,130,�,Morb�n Laucer 1979,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
815,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,La Caleta,charcoal,charcoal/charred material,�,I-1650,1680,100,�,Morb�n Laucer 1979,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
816,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,La Caleta,charcoal,charcoal/charred material,�,IVIC-422,670,70,�,Morb�n Laucer 1979,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
817,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Caimito,(Pleurodontes sp.-Polydontes sp.-Caracolus sp.),faunal material,�,I-6924,1965,90,�,Veloz Maggiolo et al. 1973,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
818,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Caimito,(Pleurodontes sp.-Polydontes sp.-Caracolus sp.),faunal material,�,I-7821,1830,85,�,Veloz Maggiolo et al. 1973,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
819,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Caimito,(Pleurodontes sp.-Polydontes sp.-Caracolus sp.),faunal material,�,I-7822,1865,85,�,Veloz Maggiolo et al. 1973,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
820,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Caimito,(Pleurodontes sp.-Polydontes sp.-Caracolus sp.),faunal material,�,I-7823,2130,85,�,Veloz Maggiolo et al. 1973,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
821,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,El Carril,charcoal,charcoal/charred material,�,CSIC-104,1030,100,�,Veloz Maggiolo et al. 1981,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
822,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Cave Isabella-Dominican Republic,Guaiacum sp.-terminus date,wood,�,OxA-21153,606,25,-16.2,Ostapkowicz et al. 2013,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
823,Hispaniola,Haiti,Greater Antilles,,-72.67736297,18.93507437,Complejo Cordillera Central,�,unknown,�,I-6165,2790,190,�,Veloz Maggiolo and Ortega 1973,intcal20,2117,-72.2285,19.7609,0,0,DiNapoli et al 2020,Haiti (Cap- Haitien)
824,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Corrales,charcoal,charcoal/charred material,�,I-6594,1090,90,�,Morb�n Laucer 1979,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
825,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Corrales,charcoal,charcoal/charred material,�,I-6593,1080,90,�,Morb�n Laucer 1979,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
828,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,La Cucama,charcoal,charcoal/charred material,�,I-7889,1545,100,�,Morb�n Laucer 1979,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
829,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Cueva de Berna,charcoal,charcoal/charred material,Corte 6-.75-1.00 m,I-9539,3205,90,�,Veloz Maggiolo et al. 1977,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
830,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Cueva de Berna,charcoal,charcoal/charred material,Corte 2-nivel 1.7�1.8,I-5940,3840,130,�,Veloz Maggiolo et al. 1977,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
832,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Cueva Elizabeth,�,�,�,I-6448,1125,90,�,Morb�n Laucer 1979,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
833,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Cueva del Ferrocarril,charcoal,charcoal/charred material,�,I-8737,1315,80,�,Morb�n Laucer 1979,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
837,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Don Julio,charcoal,charcoal/charred material,�,DSH-3784,754,39,�,University of Leiden,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
838,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Don Julio,charcoal,charcoal/charred material,�,DSH-3785,1031,45,�,University of Leiden,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
842,Hispaniola,Haiti,Greater Antilles,,-72.67736297,18.93507437,En Ba Saline,charcoal,charcoal/charred material,FS7399 (A18) Mound structure,Beta-47758,810,70,-25.0 (est.),Deagan 2004,intcal20,2117,-72.2285,19.7609,0,0,DiNapoli et al 2020,Haiti (Cap- Haitien)
843,Hispaniola,Haiti,Greater Antilles,,-72.67736297,18.93507437,En Ba Saline,charcoal,charcoal/charred material,FS7126 (A2-L3) Mound structure,Beta-46760,800,60,-25.0 (est.),Deagan 2004,intcal20,2117,-72.2285,19.7609,0,0,DiNapoli et al 2020,Haiti (Cap- Haitien)
844,Hispaniola,Haiti,Greater Antilles,,-72.67736297,18.93507437,En Ba Saline,charcoal,charcoal/charred material,FS7123 (F26-L4) Mound structure,Beta-46759,720,50,-25.0 (est.),Deagan 2004,intcal20,2117,-72.2285,19.7609,0,0,DiNapoli et al 2020,Haiti (Cap- Haitien)
845,Hispaniola,Haiti,Greater Antilles,,-72.67736297,18.93507437,En Ba Saline,charcoal,charcoal/charred material,FS6851 (PM6) Mound structure,Beta-18173,680,80,-25.0 (est.),Deagan 2004,intcal20,2117,-72.2285,19.7609,0,0,DiNapoli et al 2020,Haiti (Cap- Haitien)
846,Hispaniola,Haiti,Greater Antilles,,-72.67736297,18.93507437,En Ba Saline,charcoal,charcoal/charred material,FS7185 (F31-L2) Non-elite ridge structure,Beta-046761,320,70,-0.25,Deagan 2004,intcal20,2117,-72.2285,19.7609,0,0,DiNapoli et al 2020,Haiti (Cap- Haitien)
847,Hispaniola,Haiti,Greater Antilles,,-72.67736297,18.93507437,En Ba Saline,charcoal,charcoal/charred material,FS3888 (A6) Post underlying burial pit,Beta-01527,640,260,-0.25,Deagan 2004,intcal20,2117,-72.2285,19.7609,0,0,DiNapoli et al 2020,Haiti (Cap- Haitien)
848,Hispaniola,Haiti,Greater Antilles,,-72.67736297,18.93507437,En Ba Saline,charcoal,charcoal/charred material,FS6316 (F11-L5) Feast pit,Beta-18172,600,70,-25.0 (est.),Deagan 2004,intcal20,2117,-72.2285,19.7609,0,0,DiNapoli et al 2020,Haiti (Cap- Haitien)
849,Hispaniola,Haiti,Greater Antilles,,-72.67736297,18.93507437,En Ba Saline,charcoal,charcoal/charred material,FS3885 (F4-L11) Burial pit,Beta-10526,430,80,-0.25,Deagan 2004,intcal20,2117,-72.2285,19.7609,0,0,DiNapoli et al 2020,Haiti (Cap- Haitien)
850,Hispaniola,Haiti,Greater Antilles,,-72.67736297,18.93507437,En Ba Saline,charcoal,charcoal/charred material,FS6882 (A6-L6) Burial pit,Beta-018469,440,60,-0.25,Deagan 2004,intcal20,2117,-72.2285,19.7609,0,0,DiNapoli et al 2020,Haiti (Cap- Haitien)
851,Hispaniola,Haiti,Greater Antilles,,-72.67736297,18.93507437,En Ba Saline,charcoal,charcoal/charred material,FS3897 (F8-L3) Burial pit,Beta-010528,340,70,-0.25,Deagan 2004,intcal20,2117,-72.2285,19.7609,0,0,DiNapoli et al 2020,Haiti (Cap- Haitien)
857,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Hatillo Palma II,charcoal,charcoal/charred material,�,I-6016,605,90,�,Veloz Maggiolo et al. 1981,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
858,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Hatillo Palma I,charcoal,charcoal/charred material,�,I-6015,515,90,�,Veloz Maggiolo et al. 1981,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
859,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Honduras del Oeste,�,unknown,Level 1; 30 cmbs,I-6012,2310,95,�,Morb�n Laucer 1979,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
860,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Hoyo de Toro,charcoal,charcoal/charred material,Pit 1-30-60 cmbs,I-6756,3890,95,�,Morb�n Laucer 1979,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
862,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Humilde Lpez,charcoal,charcoal/charred material,�,GrN-32770,915,30,�,University of Leiden,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
863,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Humilde Lpez,charcoal,charcoal/charred material,�,GrN-32771,925,20,�,University of Leiden,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
864,Hispaniola,Haiti,Greater Antilles,,-72.67736297,18.93507437,Ile a Rat,charcoal,charcoal/charred material,52 cm below datum,Beta-108547,690,70,�,Keegan 1999,intcal20,2117,-72.2285,19.7609,0,0,DiNapoli et al 2020,Haiti (Cap- Haitien)
865,Hispaniola,Haiti,Greater Antilles,,-72.67736297,18.93507437,Ile a Rat,charcoal,charcoal/charred material,69 cm below datum,Beta-108548,1130,50,�,Keegan 1999,intcal20,2117,-72.2285,19.7609,0,0,DiNapoli et al 2020,Haiti (Cap- Haitien)
867,Hispaniola,Dominican Republic,Greater Antilles,,-70.50034293,18.89923286,Macao,charcoal,charcoal/charred material,�,I-6445,925,110,�,Morb�n Laucer 1979,intcal20,2115+2116,-69.441,19.1688,0,0,DiNapoli et al 2020,Dominican Repub.(Samana Bay; NE part of
